"2021-11-23","1463235184619261963","华尔街日报中文网","RT @ChineseWSJ: 在与数以千计的企业主的电话、电子邮件和面谈中，美国运通公司的销售人员介绍了一项策略，推销词是：“减少你对‘山姆大叔’的应税收入负担”。据知情人士和《华尔街日报》看到的文件，至少从2018年开始，这一策略给美国运通带来了数十亿美元计的交易额。ht…"
"2021-11-18","1461376919463555074","华尔街日报中文网","RT @ChineseWSJ: 亚马逊告诉客户，从明年1月19日开始，将停止接受Visa在英国发行的信用卡。亚马逊发言人说，信用卡交易的高额交易费用意味着购物者要支付更高的价格。据知情人士透露，美国运通公司和万事达卡正在与亚马逊谈判，以取代Visa成为联名信用卡的网络。http…"
"2021-11-02","1455621355404075009","华尔街日报中文网","RT @ChineseWSJ: 据《华尔街日报》看到的文件和知情人士透露，苹果公司计划明年为iPhone和Apple Watch推出一项名为“撞车检测”的产品功能。发生交通事故时iPhone将可以自动拨打911。https://t.co/B4FUm3Bh4G"
"2021-10-28","1453613096128299013","华尔街日报中文网","RT @ChineseWSJ: 知情人士说，SEC表示，希望将新的比特币相关产品限制在那些提供比特币期货合约非杠杆敞口的产品上。这一决定是对资产管理行业推出新产品以利用投资者对加密货币的兴趣的努力的最新打击。https://t.co/TtSxN2gCDS"
"2021-10-28","1453637801044443138","华尔街日报中文网","RT @ChineseWSJ: 知情人士说，美国司法部正在调查Visa与大型金融科技公司的关系，这是司法部对这家信用卡巨头反垄断调查的一部分。Visa有时会提出降低费用或提供其他奖励，以换取金融科技公司通过Visa而不是其他网络或技术进行更多交易。https://t.co/nj…"
"2021-10-27","1453421567665311745","华尔街日报中文网","RT @ChineseWSJ: 据知情人士称，目前波音787梦想飞机的月产量保持在大约两架，远低于新冠疫情前的14架。787梦想飞机产量缩减影响到了这款飞机的全球供应链，导致了雷神技术、赫氏公司等供应商的配件和零部件销售减少。https://t.co/pgBZuRFXiw"
"2021-10-27","1453419274165313541","华尔街日报中文网","RT @ChineseWSJ: #CWSJ热门 中国近期的电力短缺引发了政治纷争。知情人士说，多个政府机构和国有企业将该危机部分归咎于中国国务院总理李克强倡导的电价控制政策。https://t.co/S4GGV4NXI7"
"2021-10-19","1450346356049022978","华尔街日报中文网","RT @ChineseWSJ: 知情人士说，FDA正寻求最快在本周批准疫苗混打和匹配。此前美国国立卫生研究院一项研究的初步结果显示，疫苗混打能使人出现良好的免疫反应，特别是对于那些打了单剂强生公司疫苗的人。据一位知情人士称，预计FDA也将在本周批准Moderna和强生公司的加强…"
"2021-10-15","1448914491387748354","华尔街日报中文网","RT @ChineseWSJ: #独家 据知情人士透露，新问题涉及过去三年制造的787客机上某些未达到应有强度的钛合金部件。这是梦想飞机出现的众多问题之一，这些问题导致波音公司库存中积压了价值逾250亿美元的787客机。https://t.co/gyczZNQCOI"
"2021-10-15","1448916524329168900","华尔街日报中文网","RT @ChineseWSJ: 台积电称，日本新工厂将专注于成熟制程芯片，这类半导体产品通常用于汽车行业，以及一些类似传感器的部件。据一位知情人士透露，日本索尼集团公司将在新工厂中占有一定份额。https://t.co/AUpwSlfeDu"
"2021-10-13","1448180050696626178","华尔街日报中文网","RT @ChineseWSJ: 在中国，金融业被认为是王岐山的权力根基。他在习近平的第一个任期内被称作“反腐沙皇”，那时他在很大程度上回避了对金融业的调查。近来，王岐山的政治影响力有所减退。他的一名长期助手被控受贿超过7,100万美元。据知情人士称，王岐山与目前面临审视的一些…"
