"2021-11-18","1461377250125746176","日经中文网","RT @rijingzhongwen: 【JR东日本首次实施商用新干线自动驾驶试验】试验中根据驾驶员实际驾驶时的行驶模式调整了制动器等，最高速度控制在时速110公里，在约5公里的区间往返两趟，验证了远程发车、自动加减速、自动在指定位置停车等项目……https://t.co/C…"
"2021-11-16","1460502292340228100","日经中文网","RT @rijingzhongwen: 【日本超算“富岳”实现四连冠】“富岳”的运算速度达到每秒44.2京次，是排在第二的美国超算“顶点”的约3倍。不过，富岳失去世界最快宝座只是时间问题，中美都在开发更快的“EXA级”超算……https://t.co/3Sxp7qNLmJ"
"2021-10-23","1451796165087821826","联合早报 Lianhe Zaobao","RT @zaobaosg: 随着各国重开经济，对各种货物的需求量激增，但疫情持续拖慢制造业、港口和运输业运力的恢复速度。消费者除了提早订购佳节礼物，也选购更多礼品，以免因商品涨价、缺货或延迟运抵而无法如期送礼。https://t.co/Szz76ia7op"
"2021-10-20","1450690410775343110","联合早报 Lianhe Zaobao","RT @zaobaosg: 受访学者认为，一带一路在冠病疫情和中美贸易战双重冲击下，推进速度放缓，中老铁路竣工释放出中国对推进与东南亚经济一体化承诺不变的信号。https://t.co/auhi763FFo"
"2021-10-20","1450687736856207361","华尔街日报中文网","RT @ChineseWSJ: 生产汰渍洗涤液和吉列剃须刀等产品的宝洁表示，因为运费和原材料的成本上升速度超过了这家消费品巨头的预期，将开始上调一些美容、口腔护理和梳洗产品（比如剃须刀）的价格。在此之前，宝洁已经开始提高纸尿片和卫生纸等日用品的售价。https://t.co/q…"
"2021-10-18","1450021308591316994","FTChinese","RT @FTChinese: #付费精选【新兴市场增长放缓对投资者构成挑战】美国银行表示，明年中国经济的增长速度将与美国大致相同。https://t.co/Mcz48hVZRx https://t.co/h2g1kJPp2B"
"2021-10-13","1448367234724679681","南洋商报eNanyang","RT @nanyangpress: 美国财政部部长珍妮特·耶伦坚持她的估计，即美国通胀率上升将被证明是“暂时的”，同时她承认价格上涨的速度需要更长时间才能恢复正常。https://t.co/MDOoZnabop https://t.co/L24tE4rNrB"
"2021-10-08","1446386788583440391","日经中文网","RT @rijingzhongwen: 【发达国家的过剩疫苗面临过期】按现在的生产速度，包括中国疫苗等在内，预计全球疫苗供给量到年底将累计达到122亿剂。到年底，可能有2亿多剂因有效期接近而无法使用……https://t.co/BbkjFlXLWA https://t.co/d…"
"2021-09-14","1437655091289284612","日经中文网","RT @rijingzhongwen: 【日本新冠疫苗接种率超5成，近期或反超美国】完成两剂新冠疫苗接种的的日本国民已超过5成。美欧等其他主要发达国家的接种率7～8月就已达到5成。但之后接种的普及速度放缓，而日本比最开始的时候加快了速度。日本还在签署新的疫苗合同，为两剂疫苗接种…"
"2021-09-08","1435502452787138565","华尔街日报中文网","RT @ChineseWSJ: 波音公司美国市场之外的最大客户、爱尔兰廉价航空公司瑞安航空表示，由于定价分歧，该公司将放弃与波音围绕一笔737 MAX飞机新订单的谈判。分析师和行业高管之前将这笔订单视为又一个风向标，可据以判断在737 MAX遭遇危机之后，波音能够以多快速度恢复…"
"2021-09-08","1435498426762809344","日经中文网","RT @rijingzhongwen: 【日本最早2023年度让""生长速度翻倍树木""实用化】日本国产木材价格持续高涨，将通过降低树木种植成本和缩短生长周期扩大国产木材的供应……https://t.co/AM1kuMICqz https://t.co/SJ6hq5XYb5"
"2021-08-28","1431766118771793922","南洋商报eNanyang","RT @nanyangpress: 西瓜热量虽低，但升糖指数却高。吃西瓜时，不妨同时间把富含蛋白质的食物一并吃下，可放缓血糖上升速度。https://t.co/EQNOWIGFae https://t.co/HWKXiM87r0"
"2021-08-06","1423539158174244869","华尔街日报中文网","RT @ChineseWSJ: 这些商业团体在写给美国贸易代表戴琪和财长耶伦的信函中表示：“一项以劳工为中心的贸易议程应该考虑到美国和中国加征关税让美国人付出的代价，应取消有损美国利益的关税。”从他们的表态来看，广大美国企业对拜登政府评估中国贸易和经济政策的速度越来越失望。ht…"
"2021-08-05","1423183040889511940","华尔街日报中文网","RT @ChineseWSJ: 佛罗里达州是目前新冠病例激增的震中，过去五周，该州新冠患者的住院率急剧上升，并且这种攀升速度要比去年冬季更为迅猛。上周五在AdventHealth Central Florida接受治疗的新冠患者达到1,060人，超过了今年1月份触及的单日治疗9…"
